clim,region_gea,year,value,region_bld,region_nuts
Zone_3A Warm Humid,WEU,2085,2.0,C-WEU-PRT,C-WEU-PRT-PT1C2
Zone_3A Warm Humid,WEU,2085,2.0,C-WEU-PRT,C-WEU-PRT-PT1C3
Zone_3A Warm Humid,WEU,2085,2.0,C-WEU-PRT,C-WEU-PRT-PT1C4
Zone_3A Warm Humid,WEU,2085,2.0,C-WEU-PRT,C-WEU-PRT-PT1D1
Zone_3A Warm Humid,WEU,2085,2.0,C-WEU-PRT,C-WEU-PRT-PT1D2
Zone_3A Warm Humid,WEU,2085,2.0,C-WEU-PRT,C-WEU-PRT-PT1D3
Zone_3C Warm Marine,WEU,2085,2.0,C-WEU-PRT,C-WEU-PRT-PT200
Zone_3C Warm Marine,WEU,2085,2.0,C-WEU-PRT,C-WEU-PRT-PT300
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO111
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO112
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO113
Zone_6A Cold Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO114
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO115
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO116
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO121
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO122
Zone_6A Cold Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO123
Zone_6A Cold Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO124
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO125
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO126
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO211
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO212
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO213
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO214
Zone_6A Cold Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO215
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO216
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO221
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO222
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO223
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO224
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO225
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO226
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO311
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO312
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO313
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO314
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO315
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO316
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO317
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO321
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO322
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO411
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO412
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO413
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO414
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO415
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO421
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO422
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO423
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-ROU,C-EEU-ROU-RO424
Zone_6A Cold Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE110
Zone_6A Cold Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE121
Zone_6A Cold Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE122
Zone_6A Cold Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE123
Zone_6A Cold Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE124
Zone_6A Cold Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE125
Zone_6A Cold Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE211
Zone_6A Cold Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE212
Zone_6A Cold Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE213
Zone_5A Cool Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE214
Zone_5A Cool Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE221
Zone_5A Cool Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE224
Zone_5A Cool Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE231
Zone_6A Cold Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE232
Zone_6A Cold Humid,WEU,2085,6.0,C-WEU-SWE,C-WEU-SWE-SE311
Zone_7A Very cold Humid,WEU,2085,12.0,C-WEU-SWE,C-WEU-SWE-SE312
Zone_7A Very cold Humid,WEU,2085,12.0,C-WEU-SWE,C-WEU-SWE-SE313
Zone_7A Very cold Humid,WEU,2085,12.0,C-WEU-SWE,C-WEU-SWE-SE321
Zone_7A Very cold Humid,WEU,2085,12.0,C-WEU-SWE,C-WEU-SWE-SE322
Zone_7A Very cold Humid,WEU,2085,12.0,C-WEU-SWE,C-WEU-SWE-SE331
Zone_8A Subarctic/arctic Humid,WEU,2085,12.0,C-WEU-SWE,C-WEU-SWE-SE332
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-SVN,C-EEU-SVN-SI031
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-SVN,C-EEU-SVN-SI032
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVN,C-EEU-SVN-SI033
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-SVN,C-EEU-SVN-SI034
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVN,C-EEU-SVN-SI035
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-SVN,C-EEU-SVN-SI036
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVN,C-EEU-SVN-SI037
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVN,C-EEU-SVN-SI038
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVN,C-EEU-SVN-SI041
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVN,C-EEU-SVN-SI042
Zone_7A Very cold Humid,EEU,2085,12.0,C-EEU-SVN,C-EEU-SVN-SI043
Zone_4A Mixed Humid,EEU,2085,6.0,C-EEU-SVN,C-EEU-SVN-SI044
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVK,C-EEU-SVK-SK010
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVK,C-EEU-SVK-SK021
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVK,C-EEU-SVK-SK022
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVK,C-EEU-SVK-SK023
Zone_6A Cold Humid,EEU,2085,6.0,C-EEU-SVK,C-EEU-SVK-SK031
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVK,C-EEU-SVK-SK032
Zone_6A Cold Humid,EEU,2085,6.0,C-EEU-SVK,C-EEU-SVK-SK041
Zone_5A Cool Humid,EEU,2085,6.0,C-EEU-SVK,C-EEU-SVK-SK042
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT111
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT112
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT113
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT121
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT122
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT123
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT124
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT125
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT126
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT127
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT130
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT211
Zone_7A Very cold Humid,WEU,2090,12.0,C-WEU-AUT,C-WEU-AUT-AT212
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT213
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT221
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT222
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT223
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT224
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT225
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT226
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT311
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT312
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT313
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT314
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT315
Zone_7A Very cold Humid,WEU,2090,12.0,C-WEU-AUT,C-WEU-AUT-AT321
Zone_7A Very cold Humid,WEU,2090,12.0,C-WEU-AUT,C-WEU-AUT-AT322
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT323
Zone_7A Very cold Humid,WEU,2090,12.0,C-WEU-AUT,C-WEU-AUT-AT331
Zone_7A Very cold Humid,WEU,2090,12.0,C-WEU-AUT,C-WEU-AUT-AT332
Zone_7A Very cold Humid,WEU,2090,12.0,C-WEU-AUT,C-WEU-AUT-AT333
Zone_7A Very cold Humid,WEU,2090,12.0,C-WEU-AUT,C-WEU-AUT-AT334
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT335
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT341
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-AUT,C-WEU-AUT-AT342
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE100
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE211
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE212
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE213
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE223
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE224
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE225
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE231
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE232
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE233
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE234
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE235
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE236
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE241
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE242
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE251
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE252
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE253
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE254
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE255
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE256
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE257
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE258
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE310
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE323
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE328
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE329
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE32A
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE32B
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE32C
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE32D
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE331
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE332
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE334
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE335
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE336
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE341
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE342
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE343
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE344
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE345
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE351
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE352
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-BEL,C-WEU-BEL-BE353
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG311
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG312
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG313
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG314
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG315
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG321
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG322
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG323
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG324
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG325
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG331
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG332
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG333
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG334
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG341
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG342
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG343
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG344
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG411
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG412
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG413
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG414
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG415
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG421
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG422
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG423
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG424
Zone_4A Mixed Humid,EEU,2090,6.0,C-EEU-BGR,C-EEU-BGR-BG425
Zone_3A Warm Humid,WEU,2090,2.0,C-WEU-CYP,C-WEU-CYP-CY000
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ010
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ020
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ031
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ032
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ041
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ042
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ051
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ052
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ053
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ063
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ064
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ071
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ072
Zone_5A Cool Humid,EEU,2090,6.0,C-EEU-CZE,C-EEU-CZE-CZ080
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE111
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE112
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE113
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE114
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE115
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE116
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE117
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE118
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE119
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE11A
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE11B
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE11C
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE11D
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE121
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE122
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE123
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE124
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE125
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE126
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE127
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE128
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE129
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE12A
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE12B
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE12C
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE131
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE132
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE133
Zone_4A Mixed Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE134
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE135
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE136
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE137
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE138
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE139
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE13A
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE141
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE142
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE143
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE144
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE145
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE146
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE147
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE148
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE149
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE211
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE212
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE213
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE214
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE215
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE216
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE217
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE218
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE219
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21A
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21B
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21C
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21D
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21E
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21F
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21G
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21H
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21I
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21J
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21K
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21L
Zone_6A Cold Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21M
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE21N
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE221
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE222
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE223
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE224
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE225
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE226
Zone_5A Cool Humid,WEU,2090,6.0,C-WEU-DEU,C-WEU-DEU-DE227
